,Run,Reward,Entropy,A_vector,DetectionRate,Distance,MSE_GP,MSE_SVR
0,0,1.6026416707239122,62.26874826086059,13,0.0,3.0,0.6782269049442642,0.7654542498425527
1,0,1.2214994347747208,61.04724882608587,26,0.0,6.0,0.5583589943574447,0.8413606139890969
2,0,0.2915515337407584,60.75569729234511,37,0.0,9.0,0.35593501131074323,0.9531664408425728
3,0,0.6570035869426718,60.09869370540244,58,0.0,12.0,0.4858805226848271,0.9384580632037146
4,0,0.8417298083463223,59.25696389705612,72,0.0,15.0,0.4243521038398253,0.8868994616781434
5,0,0.948624361738716,58.3083395353174,84,0.0,18.0,0.5070714368705083,0.8302325669620595
6,0,0.8636116005897563,57.444727934727645,90,0.0,21.0,0.5321584245631431,0.7764757321240284
7,0,1.0755906633051566,56.36913727142249,115,0.0,24.0,0.5171491674081025,0.75873253711795
8,0,0.7969963763724905,55.57214089505,130,0.0,27.0,0.4408513532546458,0.7145009189711072
9,0,0.39067870879023303,55.181462186259765,141,0.0,30.0,0.4560333921621671,0.6739856772065043
10,0,0.3825852374210399,54.798876948838725,160,0.1,33.0,0.4463860536208912,0.6529471074994954
11,0,0.6126531131186823,54.18622383572004,181,0.2,36.0,0.3913989016336113,0.6454554263096529
12,0,0.07834503734091669,54.107878798379126,195,0.2,39.0,0.35052723823987747,0.6171877834913208
13,0,0.6917785088848518,53.416100289494274,218,0.2,42.0,0.34467329128444396,0.6149680417533456
14,0,0.709368387785652,52.70673190170862,232,0.3,45.0,0.3045204097586132,0.6105123728373157
15,0,0.49723658109905955,52.20949532060956,254,0.3,48.0,0.33786701676982234,0.6107786288198617
16,0,0.8427341347444894,51.36676118586507,276,0.3,51.0,0.32216896704669173,0.5990571548643688
17,0,0.7374772068384061,50.62928397902667,297,0.3,54.0,0.3023453446199968,0.6001164533412952
18,0,0.3215947725609425,50.307689206465724,310,0.3,57.0,0.3540170585198178,0.6025950353378363
19,0,0.6894294223099138,49.61825978415581,331,0.3,60.0,0.3196236791563444,0.6026282804769002
20,0,0.6350512525706478,48.98320853158516,348,0.3,63.0,0.35228436455096046,0.5953261220437512
21,0,0.6121096140235665,48.371098917561596,362,0.3,66.0,0.3550173032949644,0.5691883275709434
22,0,0.41164495780409993,47.9594539597575,376,0.3,69.0,0.31684918628126135,0.5636263224874811
23,0,1.0085904575305307,46.950863502226966,396,0.3,72.0,0.2656472660021639,0.5667008796088769
24,0,0.8149228275092923,46.13594067471767,409,0.3,75.0,0.26681981932225224,0.5981107006785658
25,0,0.5146841830543281,45.621256491663345,418,0.3,78.0,0.327997439083499,0.7227266045042092
26,0,1.2392790985590807,44.381977393104265,442,0.4,81.0,0.20645999919644237,0.7160278975955389
27,0,0.5020502778597944,43.87992711524447,456,0.4,84.0,0.199129913708126,0.8052218942570489
28,0,1.0341394285364345,42.845787686708036,469,0.4,87.0,0.2003625810529965,0.8180357562099827
29,0,1.1868238099572395,41.658963876750796,479,0.5,90.0,0.16660602339942157,0.8221065810041911
30,0,0.4588461499077354,41.20011772684306,500,0.5,93.0,0.1683478515070948,0.8237867828404437
31,0,0.8295314279951995,40.37058629884786,512,0.5,96.0,0.16804538538981534,0.8217628355729948
32,0,0.8510039353405219,39.51958236350734,524,0.5,99.0,0.1615405121539903,0.7268832277949242
33,0,0.5884455054221647,38.931136858085175,532,0.5,102.0,0.2261885541676914,0.690705943107849
34,0,1.1870393180932197,37.744097539991955,557,0.5,105.0,0.24004608820920306,0.6550582155346665
35,0,1.2610995612502833,36.48299797874167,570,0.5,108.0,0.2532622066598495,0.6485870763353292
36,0,1.1669473379618722,35.3160506407798,581,0.5,111.0,0.22876784062398714,0.6198799989256869
37,0,1.5026293088553544,33.813421331924445,604,0.5,114.0,0.16432202111442618,0.55566185065012
38,0,1.1569402928110435,32.6564810391134,618,0.5,117.0,0.17539503194701125,0.5254496940485133
39,0,1.278176172015172,31.37830486709823,631,0.5,120.0,0.1513188845579792,0.4931890046542255
40,0,1.423621620462633,29.954683246635597,650,0.5,123.0,0.1367418438457368,0.39606496969932403
41,0,1.1341020201422118,28.820581226493385,665,0.5,126.0,0.13674818390408683,0.3730999221877452
42,0,0.9481970866181939,27.87238413987519,677,0.5,129.0,0.13640655303815574,0.3611659888088465
43,0,1.1285822995662045,26.743801840308986,697,0.5,132.0,0.12547152520249358,0.2994920518238654
44,0,1.1324306974855247,25.61137114282346,707,0.5,135.0,0.11765733479081109,0.24511022456161558
45,0,1.0098535006284237,24.601517642195038,718,0.5,138.0,0.1047128675501683,0.19896499539682438
46,0,0.8925224139246346,23.708995228270403,745,0.5,141.0,0.10687860426971733,0.1944160681536642
47,0,0.24503185877797762,23.463963369492426,761,0.5,144.0,0.10737313306871969,0.19156794266330684
48,0,0.46954674410631014,22.994416625386116,778,0.5,147.0,0.1280189909049956,0.19027638880688005
49,0,0.853989562675892,22.140427062710224,792,0.5,150.0,0.0983454421789852,0.18780832424269037
50,0,0.9756366602127144,21.16479040249751,808,0.5,153.0,0.09016029935282018,0.18516592865114753
51,0,0.8864749424274194,20.27831546007009,820,0.5,156.0,0.09356053599063491,0.17170339076554023
52,0,1.2778544275521462,19.000461032517943,847,0.5,159.0,0.10004303084043423,0.1447886400332198
53,0,0.8482686138150051,18.15219241870294,863,0.5,162.0,0.09619189251915465,0.12688770401050373
54,0,1.147727582723661,17.004464835979277,877,0.5,165.0,0.08595083380739126,0.09948617545380477
55,0,1.1977720503419143,15.806692785637363,887,0.5,168.0,0.056236472658045586,0.07339906558881118
56,0,0.6388578674414891,15.167834918195874,910,0.5,171.0,0.05549934696770024,0.0687218486189199
57,0,0.8148172047883051,14.353017713407569,924,0.5,174.0,0.053113209969126315,0.04917703698141718
58,0,0.9344737818454281,13.41854393156214,936,0.5,177.0,0.04621395512246426,0.036058048536615525
59,0,0.4935249077443231,12.925019023817818,947,0.5,180.0,0.038288121797712175,0.026738248802076904
60,0,1.186355115527979,11.738663908289839,969,0.5,183.0,0.036540767727449776,0.02651774136046054
61,0,1.1931393401166606,10.545524568173178,980,0.5,186.0,0.022298586663165306,0.02514602885638019
62,0,0.9216930320369219,9.623831536136256,1003,0.5,189.0,0.021189062468823638,0.020050374211784856
63,0,0.7783309357310859,8.84550060040517,1020,0.5,192.0,0.020238460176734877,0.019274913721057226
64,0,0.4138327169355307,8.43166788346964,1033,0.5,195.0,0.018083372217386717,0.018415199937857247
65,0,0.8406006917639459,7.591067191705694,1053,0.5,198.0,0.01856049762138269,0.018248966938037854
66,0,0.8629013394216329,6.728165852284061,1069,0.5,201.0,0.017606017862931037,0.018098814171515033
67,1,1.737171854353285,62.148368174741826,13,0.0,3.0,0.5515023953912656,0.9013472884366812
68,1,1.7715237601893463,60.37684441455248,30,0.0,6.0,0.31887724446718957,0.9277511206018237
69,1,1.3747315437460585,59.00211287080642,44,0.0,9.0,0.33867294720410623,1.0450950268043193
70,1,1.333009360438858,57.66910351036756,61,0.0,12.0,0.5292673650801538,1.1242555613953276
71,1,1.180663207909106,56.48844030245846,81,0.0,15.0,0.6952043937258127,1.2440693534383296
72,1,1.187486430727546,55.30095387173091,95,0.0,18.0,0.25422040608123847,1.3467868242265542
73,1,0.7634453697566741,54.53750850197424,112,0.0,21.0,0.301056781875232,1.4039974398671897
74,1,1.0615200943963217,53.475988407577915,126,0.0,24.0,0.20377355326466365,1.4738351957738671
